Time,HumanVelocity,RobotVelocity,InteractionForce
1.061,-0.190466331231189,-0.187381314585725,0.00257311116074859
1.062,-0.19354946805086,-0.190466331231189,0.0026216874022232
1.063,-0.19663069461542,-0.19354946805086,0.00267024066900303
1.064,-0.199709980514407,-0.19663069461542,0.00271877047328223
1.065,-0.202787295356512,-0.199709980514407,0.00276727632744926
1.066,-0.205862608769881,-0.202787295356512,0.00281575774411003
1.067,-0.208935890402411,-0.205862608769881,0.0028642142360757
1.068,-0.212007109922055,-0.208935890402411,0.00291264531638239
1.069,-0.215076237017113,-0.212007109922055,0.00296105049828287
1.07,-0.218143241396543,-0.215076237017113,0.00300942929526285
1.071,-0.221208092790247,-0.218143241396543,0.00305778122103939
1.072,-0.224270760949381,-0.221208092790247,0.00310610578956947
1.073,-0.227331215646646,-0.224270760949381,0.00315440251504846
1.074,-0.230389426676591,-0.227331215646646,0.00320267091192782
1.075,-0.233445363855905,-0.230389426676591,0.00325091049490366
1.076,-0.236498997023725,-0.233445363855905,0.00329912077893805
1.077,-0.239550296041922,-0.236498997023725,0.00334730127924966
1.078,-0.242599230795408,-0.239550296041922,0.00339545151133153
1.079,-0.245645771192426,-0.242599230795408,0.00344357099094533
1.08,-0.248689887164855,-0.245645771192426,0.00349165923413313
1.081,-0.251731548668497,-0.248689887164855,0.00353971575721742
1.082,-0.254770725683382,-0.251731548668497,0.00358774007681747
1.083,-0.25780738821406,-0.254770725683382,0.0036357317098311
1.084,-0.260841506289897,-0.25780738821406,0.00368369017346978
1.085,-0.263873049965373,-0.260841506289897,0.00373161498523668
1.086,-0.266901989320376,-0.263873049965373,0.00377950566295124
1.087,-0.269928294460496,-0.266901989320376,0.00382736172473885
1.088,-0.272951935517325,-0.269928294460496,0.00387518268904781
1.089,-0.275972882648746,-0.272951935517325,0.00392296807464917
1.09,-0.278991106039229,-0.275972882648746,0.00397071740064117
1.091,-0.282006575900129,-0.278991106039229,0.00401843018645253
1.092,-0.285019262469976,-0.282006575900129,0.00406610595185539
1.093,-0.288029136014769,-0.285019262469976,0.00411374421695869
1.094,-0.291036166828272,-0.288029136014769,0.00416134450222538
1.095,-0.294040325232304,-0.291036166828272,0.00420890632846724
1.096,-0.297041581577035,-0.294040325232304,0.00425642921685354
1.097,-0.300039906241276,-0.297041581577035,0.00430391268891933
1.098,-0.303035269632774,-0.300039906241276,0.00435135626656423
1.099,-0.3060276421885,-0.303035269632774,0.00439875947206286
1.1,-0.309016994374948,-0.3060276421885,0.00444612182806687
1.101,-0.312003296688415,-0.309016994374948,0.00449344285760694
1.102,-0.314986519655305,-0.312003296688415,0.00454072208410863
1.103,-0.317966633832411,-0.314986519655305,0.00458795903137969
1.104,-0.320943609807209,-0.317966633832411,0.0046351532236375
1.105,-0.323917418198149,-0.320943609807209,0.00468230418548918
1.106,-0.326888029654943,-0.323917418198149,0.00472941144195838
1.107,-0.329855414858853,-0.326888029654943,0.00477647451847353
1.108,-0.332819544522987,-0.329855414858853,0.00482349294088764
1.109,-0.335780389392581,-0.332819544522987,0.0048704662354669
1.11,-0.338737920245291,-0.335780389392581,0.00491739392891273
1.111,-0.341692107891483,-0.338737920245291,0.00496427554835174
1.112,-0.344642923174517,-0.341692107891483,0.00501111062134936
1.113,-0.347590336971037,-0.344642923174517,0.00505789867591386
1.114,-0.350534320191259,-0.347590336971037,0.00510463924049803
1.115,-0.353474843779257,-0.350534320191259,0.00515133184400459
1.116,-0.356411878713251,-0.353474843779257,0.0051979760157956
1.117,-0.35934539600589,-0.356411878713251,0.00524457128568958
1.118,-0.362275366704546,-0.35934539600589,0.00529111718397964
1.119,-0.365201761891588,-0.362275366704546,0.00533761324141451
1.12,-0.368124552684678,-0.365201761891588,0.00538405898923612
1.121,-0.371043710237051,-0.368124552684678,0.00543045395914862
1.122,-0.3739592057378,-0.371043710237051,0.00547679768336008
1.123,-0.376871010412162,-0.3739592057378,0.00552308969455112
1.124,-0.379779095521801,-0.376871010412162,0.00556932952590967
1.125,-0.38268343236509,-0.379779095521801,0.00561551671111695
1.126,-0.385583992277397,-0.38268343236509,0.0056616507843625
1.127,-0.388480746631366,-0.385583992277397,0.00570773128033903
1.128,-0.391373666837203,-0.388480746631366,0.00575375773426174
1.129,-0.394262724342951,-0.391373666837203,0.005799729681859
1.13,-0.397147890634781,-0.394262724342951,0.0058456466593859
1.131,-0.400029137237265,-0.397147890634781,0.00589150820362135
1.132,-0.402906435713663,-0.400029137237265,0.00593731385188526
1.133,-0.4057797576662,-0.402906435713663,0.00598306314202768
1.134,-0.408649074736349,-0.4057797576662,0.00602875561245106
1.135,-0.411514358605108,-0.408649074736349,0.00607439080209163
1.136,-0.414375580993284,-0.411514358605108,0.00611996825045764
1.137,-0.417232713661765,-0.414375580993284,0.00616548749759026
1.138,-0.420085728411807,-0.417232713661765,0.0062109480841206
1.139,-0.422934597085303,-0.420085728411807,0.00625634955121727
1.14,-0.425779291565073,-0.422934597085303,0.00630169144064665
1.141,-0.428619783775128,-0.425779291565073,0.00634697329473364
1.142,-0.431456045680959,-0.428619783775128,0.00639219465639443
1.143,-0.434288049289805,-0.431456045680959,0.00643735506912309
1.144,-0.437115766650933,-0.434288049289805,0.00648245407701234
1.145,-0.439939169855915,-0.437115766650933,0.00652749122474273
1.146,-0.442758231038902,-0.439939169855915,0.00657246605760059
